age,income,employment_status,credit_score,loan_amount,loan_term,existing_debts,payment_history,missed_emis,loan_approved,interest_rate
36,75881.55,3,671,8590.25,48,4753.14,71,2,1,10.43
34,59374.26,3,653,14114.77,36,3035.08,65,3,1,11.7
38,26284.97,3,651,11762.48,84,34358.47,54,0,0,14.92
28,142435.89,3,720,100000.0,60,2284.81,65,1,1,10.66
52,56782.08,3,606,18559.81,60,1843.41,57,5,1,14.78
33,46707.64,0,635,34550.17,48,8192.51,53,2,0,15.88
33,111052.97,0,706,48980.34,36,31625.26,68,0,0,11.6
46,91096.85,3,645,35285.18,60,17382.23,54,1,1,12.14
49,87111.32,3,712,58086.31,36,8364.45,98,1,1,9.75
30,46078.01,3,638,67898.47,72,1969.73,73,2,0,12.99
38,174511.05,0,585,19590.21,36,2275.41,71,0,0,14.35
33,43590.78,3,661,66565.05,72,3210.67,62,0,0,12.12
35,45355.48,1,600,76119.75,60,20857.55,81,1,0,15.8
46,49739.78,3,524,15840.98,60,7633.68,40,1,0,13.75
21,70721.83,2,554,21369.49,48,10350.45,79,1,0,12.73
32,49064.01,1,699,29502.56,36,2761.79,65,1,0,13.3
37,250000.0,0,489,15031.75,36,4021.41,37,1,0,16.78
47,128492.89,2,658,13297.3,60,23477.56,68,2,1,12.31
39,52123.14,3,641,8154.11,36,45445.92,94,0,0,11.63
35,159858.44,1,622,25208.95,60,5328.05,52,1,1,13.51
39,97300.44,3,770,26362.71,48,1820.88,72,1,1,11.0
25,108045.9,3,565,18866.88,24,2250.36,77,2,1,11.94
40,54401.71,2,566,44720.59,72,18111.72,100,0,0,12.6
47,90127.49,3,746,33575.19,60,23198.87,45,5,0,14.46
33,77091.51,3,540,29970.74,48,36806.64,63,2,0,14.07
18,219545.08,3,730,21896.65,72,36125.18,40,2,1,12.24
47,36255.45,3,729,25086.68,60,5762.99,99,0,1,8.16
39,24018.97,0,700,15821.41,48,2662.12,79,1,0,13.33
36,73259.76,3,605,44543.01,84,8667.24,58,2,0,13.77
46,85207.61,2,591,9427.77,48,18165.06,62,3,0,14.45
32,36880.76,3,590,59674.33,36,11034.55,100,0,0,11.69
26,42037.97,3,696,24781.56,60,8378.33,66,1,1,11.56
35,25065.91,2,724,37572.54,120,30803.26,46,4,0,17.73
40,115119.03,3,803,100000.0,60,16822.94,49,0,0,11.3
18,101458.84,1,631,32037.02,36,8905.23,37,1,0,15.4
46,133518.38,3,709,10778.03,60,2759.68,60,1,1,10.25
43,52714.9,3,623,31645.56,36,21436.87,67,0,0,13.24
37,54391.07,3,639,19540.8,60,15769.36,86,0,1,10.64
46,63606.74,1,732,33027.33,60,9742.35,52,1,0,13.44
44,25175.96,3,678,25062.04,12,4675.76,80,1,1,11.56
34,63673.57,1,620,23379.79,36,1191.11,92,0,1,11.61
29,15000.0,3,577,35370.22,36,6791.66,100,0,0,13.03
32,83333.86,3,789,23143.41,84,19042.08,70,1,1,9.76
43,39654.53,3,584,43339.06,36,10526.34,83,1,0,13.15
40,31438.45,1,770,15226.45,48,15423.37,67,0,0,12.01
24,84313.09,3,792,22546.77,60,9368.44,44,4,1,12.89
41,49632.13,3,724,93272.79,36,13319.52,56,4,0,13.24
48,63535.89,3,601,16737.7,48,2247.44,67,1,1,12.12
33,118675.76,2,584,35092.18,72,3946.88,100,0,1,11.38
28,204996.5,3,743,36339.88,60,1380.62,63,2,1,11.61
41,92771.21,1,648,89786.92,120,22266.26,84,1,0,13.76
43,59598.55,1,577,17945.01,60,5848.68,62,2,0,14.47
32,36427.95,3,583,34251.24,48,1325.15,66,2,1,13.79
29,62431.33,1,652,5061.98,36,10793.44,72,0,0,12.53
52,60325.68,3,588,17313.92,36,14434.38,92,0,1,10.75
55,16883.58,1,802,19175.28,48,28602.53,69,0,0,13.93
42,57262.02,3,644,73843.33,60,16152.81,65,1,0,13.81
49,60440.18,1,694,86044.23,60,7270.02,94,1,0,12.36
38,73552.58,1,783,14246.16,36,22565.16,50,4,0,15.26
28,30505.83,3,630,100000.0,48,11554.15,69,1,0,13.55
37,51635.53,2,585,25244.35,36,7843.53,83,1,1,13.76
39,24777.87,2,558,12323.83,12,1472.49,96,0,0,11.98
42,250000.0,1,687,8860.78,60,1859.62,60,0,1,10.63
43,107657.32,1,732,15022.53,84,15061.79,88,0,1,9.6
41,79310.36,3,726,6063.93,36,17208.46,57,2,1,11.4
45,103976.78,3,652,20411.2,72,4051.28,47,2,1,13.59
18,15000.0,3,632,33052.09,36,9068.55,58,2,0,15.07
27,136817.2,3,695,17569.33,72,15005.52,58,1,1,11.58
25,83627.26,2,732,100000.0,60,2578.54,65,1,0,12.92
29,72860.53,3,582,16227.34,72,19687.84,43,1,0,14.33
30,29541.46,3,673,29229.79,36,13812.13,30,1,0,15.37
29,15597.26,2,594,22347.26,60,8676.04,69,0,0,15.14
22,199317.43,3,758,12383.86,36,1717.77,82,1,1,8.89
42,71149.48,3,569,68234.01,60,4934.93,87,1,0,12.67
27,42026.29,3,664,62226.14,12,6163.57,61,0,1,11.63
42,60302.46,3,580,5388.59,36,22613.37,80,0,1,12.04
44,65290.11,3,772,10063.35,84,4088.05,69,1,1,8.81
18,60636.7,3,726,88916.14,48,16824.69,51,0,0,12.18
47,21394.56,1,529,42287.78,36,1262.98,90,1,0,14.7
56,16363.04,3,651,19075.52,48,16515.2,78,1,0,15.76
46,77924.06,1,670,18735.21,36,4807.1,77,1,1,11.48
35,26710.14,3,721,13424.25,60,22065.12,55,3,0,15.96
25,137299.06,3,580,38078.91,60,5723.84,70,0,1,12.09
18,29948.05,3,672,7647.87,36,1617.17,77,2,1,11.93
26,35747.37,3,604,28463.26,12,2174.78,71,0,1,12.63
35,33435.14,1,536,23205.27,36,17103.51,61,1,0,16.88
42,64212.11,1,626,9852.0,60,35189.16,91,0,0,13.99
18,55875.82,3,673,35030.74,12,21660.63,72,2,0,13.15
50,63274.21,2,625,38429.31,36,5090.85,61,2,0,13.63
52,59938.23,3,756,19816.51,48,6263.12,44,1,1,11.46
32,73477.13,2,655,10412.73,36,3376.45,70,2,1,12.39
32,41419.78,3,580,19611.91,36,11807.91,80,0,1,11.22
36,59281.88,3,584,23010.63,48,1885.3,75,0,1,11.9
47,30082.66,3,661,57194.62,36,21229.19,93,0,0,12.88
39,47917.96,1,637,86962.5,24,979.57,67,1,1,14.18
43,33840.99,3,684,57456.64,60,11583.16,36,4,0,15.54
31,138642.06,1,763,13720.99,60,18827.41,64,0,1,11.23
56,58433.01,3,658,37286.61,48,6057.03,82,0,1,9.85
35,88484.21,2,563,19514.7,36,2550.49,90,0,1,11.38
38,58457.97,3,736,24738.57,36,11353.02,77,0,1,10.11
39,72588.23,2,736,29967.85,24,3369.96,94,0,1,8.19
54,67015.57,2,565,21043.27,48,8116.8,78,1,1,12.83
28,51544.8,3,623,16315.34,36,3861.28,88,0,1,11.06
33,64400.5,3,502,100000.0,60,15148.5,46,3,0,17.19
34,88054.68,3,777,23718.84,36,5671.56,97,0,1,7.98
39,157869.42,3,653,14948.09,36,1651.93,74,3,1,12.67
26,70498.17,3,602,25457.11,60,5303.07,42,1,1,13.15
23,95238.03,2,570,37608.5,24,5857.02,84,0,1,11.92
42,29758.76,3,637,57555.43,60,12472.15,54,0,0,14.35
30,24619.95,3,684,19605.12,48,15670.55,61,0,0,12.17
34,65536.43,2,732,8531.52,36,18253.97,92,1,1,10.39
32,120861.07,2,700,13371.34,36,1010.34,87,0,1,8.85
35,32394.58,3,602,14092.22,24,18578.75,54,2,0,15.19
56,24160.7,3,736,9928.87,48,1625.18,58,2,1,11.16
48,65491.37,3,635,23318.1,60,11531.16,75,2,1,11.86
19,31880.1,1,554,34575.74,84,19237.61,92,0,0,16.04
40,23849.66,0,603,28170.83,36,7445.49,56,3,0,17.88
42,55031.88,2,691,3657.94,24,5704.47,72,1,1,10.09
36,170516.38,3,748,16324.72,48,13287.97,61,1,1,10.15
42,57858.94,2,715,33903.56,60,14279.61,88,1,1,11.07
40,15025.03,3,731,12532.98,36,5711.98,60,5,0,15.08
45,17243.94,1,471,8139.23,84,27799.8,42,3,0,20.0
43,72235.97,3,726,10610.0,60,80000.0,94,0,0,10.77
57,31738.89,3,571,20766.13,36,22539.17,63,3,0,15.26
30,21085.58,3,643,20459.92,36,21702.7,43,2,0,17.88
38,49902.4,3,638,21652.27,36,10861.34,41,2,0,14.15
21,137981.48,3,790,74866.7,36,8256.89,55,2,1,9.92
32,41620.57,3,633,75798.81,60,10261.3,81,0,1,11.8
26,70297.06,3,655,18174.86,72,9762.66,48,1,0,12.05
31,123797.78,3,608,17840.04,60,10543.78,65,0,0,12.07
42,26667.54,3,662,9532.99,48,5015.89,59,3,1,14.35
58,58938.13,2,556,15880.82,72,3170.8,53,1,0,13.15
39,20696.32,3,627,14378.51,60,5179.29,100,0,1,11.14
48,48715.19,3,820,33570.78,36,1357.01,93,0,1,6.76
45,37402.83,3,604,35793.84,48,6784.12,75,1,0,12.82
42,18565.09,3,656,9191.89,36,7503.86,64,1,1,13.55
56,22606.0,3,626,14236.39,72,2098.32,82,2,1,13.46
28,64731.22,3,577,20153.03,84,2128.48,61,1,1,12.43
53,37113.34,3,738,58853.94,48,3059.19,82,1,1,9.98
18,54568.4,3,715,33674.9,36,70157.68,36,1,0,14.8
52,36206.1,2,715,59669.73,72,7134.13,92,0,0,11.03
40,51629.53,1,383,44015.63,84,4971.46,65,0,0,15.88
56,15000.0,3,760,61919.97,48,6314.75,64,0,1,10.63
30,247519.5,3,672,18526.54,24,80000.0,100,0,1,10.0
45,106660.6,3,552,71651.42,72,77305.24,54,1,0,16.05
32,46164.49,3,488,12287.66,60,9154.1,65,1,1,13.48
29,34517.25,3,685,14929.45,60,3924.23,64,2,0,12.28
62,144360.59,2,850,33669.97,72,24755.67,57,0,0,9.43
38,64650.84,1,850,18390.28,48,18378.89,76,1,0,10.51
41,86103.75,3,679,8629.88,60,3457.31,45,3,1,12.92
27,39247.78,2,697,32566.17,36,10460.93,81,0,1,11.4
26,34035.46,2,575,12915.1,36,3028.51,89,0,1,11.1
19,76793.15,3,625,7955.39,72,9710.52,55,1,1,11.45
28,84346.18,2,850,30877.96,36,7124.99,100,0,1,7.68
19,46963.35,3,606,18642.62,120,14991.6,52,1,0,14.15
32,61121.88,2,617,21961.87,60,7482.33,100,0,1,11.43
26,71397.01,3,734,4559.89,60,3805.33,95,0,1,8.01
27,23870.28,3,674,49503.4,48,25136.3,42,3,0,17.81
27,42096.96,2,679,9639.04,72,2460.21,61,1,0,11.55
41,26639.12,3,673,11336.58,36,3247.31,64,1,1,10.9
41,58065.61,3,607,15319.67,60,4373.75,74,0,1,11.1
21,29964.73,2,688,15195.43,48,6539.19,76,2,0,12.17
52,70879.63,3,746,38966.54,12,3455.31,81,0,1,9.27
40,71573.29,3,693,19248.02,60,2961.9,88,0,1,9.81
26,47232.14,3,642,64276.05,120,3345.56,49,2,0,13.97
52,31887.43,3,779,48917.01,48,66742.04,49,1,0,13.58
40,31771.76,3,652,10237.1,36,65669.53,58,3,0,16.08
37,93396.6,0,475,22381.75,24,4285.18,88,0,0,12.75
38,46290.46,2,522,9921.97,48,1797.55,55,2,0,14.55
43,118387.07,3,673,16619.23,48,20251.07,67,0,1,12.18
36,84646.86,3,691,87512.3,36,7407.4,97,0,1,8.99
33,17404.84,0,556,5303.6,60,11476.05,73,2,0,16.28
47,96448.09,2,631,22587.09,24,6386.83,54,3,0,14.49
40,130993.22,3,835,12271.44,48,4621.89,77,1,1,6.85
42,83186.48,3,635,27353.65,72,3490.63,75,1,1,10.67
32,33317.32,3,705,17766.41,72,35194.57,54,4,0,15.79
43,44086.26,3,665,24975.02,36,4491.57,87,1,1,10.79
27,241547.0,3,674,9479.2,24,11233.76,53,3,1,12.54
46,67042.73,3,643,18840.5,36,15647.05,86,2,1,12.18
41,48694.13,0,529,24039.88,36,2013.5,76,1,0,14.52
20,53307.61,0,654,24416.42,48,1951.8,59,0,0,14.51
43,66163.96,3,601,48522.83,48,3179.88,50,2,0,14.47
37,34747.34,2,605,52101.19,60,6523.8,59,3,0,15.77
49,62284.83,3,670,14622.49,36,18998.86,91,0,1,9.85
28,134756.35,3,649,78438.07,36,80000.0,90,2,0,13.41
18,69360.21,1,649,57955.09,12,27470.23,79,1,0,14.46
31,138511.22,3,591,30593.91,36,20006.3,100,0,1,9.94
45,190997.54,3,506,2750.59,36,3345.63,68,1,1,11.74
37,50827.66,1,626,81291.46,120,58356.52,70,3,0,18.07
39,95618.45,3,549,4588.57,60,48844.93,59,3,1,15.13
40,100553.18,3,624,14248.08,48,9484.47,68,2,1,11.78
25,47510.41,2,751,15623.4,36,4930.44,64,2,1,11.04
32,122678.06,1,661,31461.34,48,8961.5,74,2,1,13.29
22,139869.66,3,661,6388.19,60,9940.59,100,0,1,9.29
31,147439.29,3,662,12991.32,36,3485.88,79,1,1,9.67
40,84762.46,2,590,6763.55,60,15934.6,91,1,1,11.91
31,101042.03,2,662,12222.6,48,10779.56,40,4,1,14.78
41,44975.54,3,593,14810.75,48,367.52,63,2,1,12.69
27,37500.74,3,658,37702.45,12,11572.22,62,0,1,13.06
28,70988.47,3,597,13510.04,60,9420.41,60,1,1,13.08
43,63550.38,3,572,18396.39,48,4190.68,74,2,1,12.99
38,133431.33,3,589,6829.8,36,17852.62,59,1,1,12.04
55,33255.07,3,688,34334.08,36,14380.72,50,2,0,14.29
41,29514.76,3,616,12128.3,60,9154.01,39,2,0,14.94
54,39696.08,3,669,19823.56,12,8210.83,44,1,0,13.33
49,32704.87,1,737,7557.37,84,7331.87,47,3,0,14.24
32,62782.31,3,579,46689.34,12,1135.07,96,0,1,11.73
30,21967.03,3,702,25037.13,72,20304.9,77,0,0,13.37
28,44490.07,3,608,3108.84,36,5070.5,64,1,1,11.94
19,48727.5,1,650,14647.96,36,3712.76,68,0,0,12.06
41,107242.45,3,661,21280.96,60,22823.34,89,0,1,9.49
27,75779.3,3,592,15600.47,48,35227.82,89,0,1,12.27
34,107565.89,2,775,53310.89,48,3205.83,47,1,1,11.07
18,35869.41,1,747,34413.05,72,32583.21,45,1,0,15.8
37,78965.26,3,574,19881.78,72,80000.0,80,0,0,15.18
21,75588.15,0,657,60524.92,36,17507.41,55,2,0,16.51
37,163410.12,3,645,50890.97,84,17336.52,66,1,1,10.98
37,26317.36,0,683,27185.2,24,59645.25,62,0,0,16.49
30,64942.48,3,678,20473.03,36,2765.8,90,1,1,10.0
50,146645.23,0,664,20965.28,48,9893.56,59,5,0,14.65
32,65045.81,3,604,61549.41,60,6190.09,85,0,1,11.39
38,30963.87,2,562,59685.66,120,12133.32,37,0,0,15.74
24,51599.74,1,580,17747.33,48,9399.78,83,0,1,12.53
54,38168.04,3,448,46983.41,36,2042.2,48,2,0,16.54
33,86168.27,3,643,28774.81,24,8269.23,74,2,1,12.07
42,250000.0,3,785,13449.54,12,13466.27,93,0,1,8.27
46,58796.77,3,586,18589.73,60,1721.63,78,3,1,12.39
31,49572.2,3,621,22019.26,36,10846.77,70,1,0,12.42
36,174976.66,2,560,20074.85,48,5634.4,93,1,1,11.7
28,48410.7,3,606,22892.25,12,10001.72,95,0,0,11.32
37,119803.0,3,561,8985.08,36,49916.47,52,2,1,15.05
41,41724.06,3,658,7716.26,36,3771.98,51,4,0,13.55
41,56552.97,2,694,7711.21,60,21110.2,60,0,0,11.64
28,18751.36,3,680,2391.91,36,7896.79,60,1,0,12.18
36,77755.75,3,687,12975.74,60,12125.0,58,4,1,12.88
39,87133.0,2,541,7022.78,84,1934.1,100,0,1,11.91
40,49957.15,3,804,8208.54,36,8739.69,86,0,1,7.34
36,37116.17,1,667,28410.49,48,3429.74,51,0,0,12.87
48,119623.16,1,614,7183.79,60,2831.9,79,2,1,13.59
50,101286.09,1,667,18303.33,72,13992.34,96,0,1,10.39
18,18421.59,0,770,38229.08,48,8741.52,96,0,0,12.47
47,25220.46,3,591,14689.35,72,17630.93,91,0,0,12.75
41,56545.19,3,529,41607.07,24,1708.27,83,1,1,13.18
37,89279.46,3,635,7410.78,36,5037.4,44,0,1,10.87
30,43810.19,3,547,8239.08,72,44265.71,71,2,0,16.86
44,88914.69,1,698,14023.81,36,55274.21,62,3,0,15.07
32,22681.83,2,758,10758.48,36,2421.18,46,2,1,11.7
39,42986.58,3,770,22565.72,48,11344.83,64,2,1,11.57
39,17923.54,3,713,4097.6,60,46448.77,56,2,0,14.66
26,31293.07,1,552,27765.9,60,4351.29,92,0,0,13.5
40,137914.08,3,715,81220.42,36,14473.75,64,3,1,13.53
40,60190.52,3,596,18966.37,48,18423.98,73,1,1,12.76
67,67729.25,3,634,21983.02,36,10174.5,100,0,1,8.87
27,33885.78,3,763,10655.95,12,21559.24,55,2,1,12.08
32,128934.65,3,682,6332.28,36,34677.94,74,0,1,10.78
54,107111.07,3,572,39994.96,48,7361.94,100,0,1,10.82
48,74614.37,3,670,38743.39,36,9342.82,62,2,1,12.3
31,54379.82,3,555,3015.03,48,8333.35,72,1,1,11.22
25,107391.44,3,389,29938.95,48,16753.06,70,2,0,15.96
43,45398.75,2,598,57774.09,36,2787.57,84,0,1,12.71
34,95431.31,3,652,11005.48,48,3373.52,92,0,1,8.11
47,91237.22,1,722,11087.02,24,30116.41,75,1,1,12.54
29,43861.84,2,692,23364.96,36,7762.64,55,1,1,12.65
46,24613.53,3,675,8686.46,84,5717.96,73,2,1,11.17
40,36599.98,3,693,20535.31,24,8432.15,51,3,0,15.14
43,82905.31,0,595,34663.88,48,18466.35,60,2,0,16.01
29,15000.0,2,529,15809.23,60,1192.02,73,2,0,16.36
54,68539.25,3,606,16164.77,24,5026.37,44,4,0,13.77
43,64002.51,3,475,12871.9,72,22211.59,95,0,0,13.54
48,50020.21,3,528,18597.8,36,5912.6,42,3,1,15.54
29,54992.14,3,729,31045.39,12,4450.8,100,0,1,8.9
35,122351.28,3,743,6864.76,60,4534.61,67,1,1,9.24
55,38040.15,3,649,9805.94,48,5431.87,14,3,0,14.57
38,35644.28,3,639,14653.71,36,1246.39,63,1,1,12.01
42,41836.01,0,696,7641.84,60,10156.79,74,2,1,13.84
49,63246.11,3,673,54678.61,36,9850.01,50,2,0,13.05
42,26202.83,3,496,7407.65,36,14969.44,72,1,0,15.92
35,66782.34,1,621,100000.0,36,8162.33,56,2,0,15.72
56,37136.72,3,611,9877.02,36,8148.81,66,2,1,12.42
24,128625.99,3,739,1685.2,36,5804.78,93,2,1,8.24
51,42870.22,3,814,2560.04,36,5680.35,39,4,1,11.16
22,27399.86,3,505,67433.67,60,5608.44,76,2,0,15.19
26,121539.32,2,594,35043.22,60,51969.35,70,1,1,13.83
55,120494.2,3,532,22475.85,84,1770.3,75,1,1,12.6
28,72689.22,1,577,12817.3,60,5705.99,54,2,0,14.8
26,35973.47,3,573,9400.35,60,7235.04,77,0,1,12.64
28,34304.8,3,644,100000.0,48,11375.1,38,1,0,14.99
31,58076.68,0,566,26267.5,120,10827.59,70,0,0,14.52
39,24354.97,0,713,4330.16,24,22368.76,82,0,0,14.69
28,46084.97,1,526,26328.95,36,3826.54,51,2,0,15.54
20,53529.74,3,619,22417.23,72,2388.51,91,1,1,11.5
42,91963.03,3,685,13429.87,36,7440.25,77,1,1,10.81
29,27885.12,2,580,20893.27,24,10963.45,69,5,0,17.34
55,29312.09,3,560,7493.96,12,1860.96,37,1,1,13.73
38,72203.03,0,494,12559.39,72,22631.45,60,3,0,18.72
43,31884.91,3,557,23158.68,48,23249.43,55,2,0,17.17
39,25330.44,2,721,23638.86,84,21077.61,57,0,0,14.42
40,113220.21,0,541,22541.77,72,14418.01,84,1,0,14.58
44,67435.74,3,691,23452.86,72,1912.77,82,0,1,9.71
26,45822.15,2,610,41244.64,48,75638.6,80,0,0,15.04
45,26230.9,1,498,5068.54,36,2042.55,56,2,0,16.56
35,164209.03,3,591,28262.84,48,17556.07,69,1,1,12.52
18,71099.25,2,781,36557.48,60,8447.71,62,1,1,10.79
32,73206.0,3,626,8594.64,36,4941.33,50,1,1,12.3
37,65333.25,3,697,31298.84,36,10294.44,66,3,1,12.12
32,63705.69,3,640,24176.38,36,21090.54,91,0,1,11.51
36,127161.07,3,628,11466.08,72,4416.21,69,0,1,9.97
24,60301.82,3,666,25418.1,48,6398.52,80,0,1,10.47
41,51597.45,3,623,2368.87,36,2303.76,72,1,1,11.0
40,52452.35,3,522,44431.67,60,6820.88,65,1,1,14.39
23,93628.54,2,669,16704.56,84,2148.38,60,1,1,11.62
44,205805.48,3,653,69465.95,24,80000.0,51,0,1,12.64
36,205346.79,3,738,46194.22,72,76451.11,75,1,1,10.63
28,43515.54,3,740,6771.61,48,3340.45,58,1,1,10.83
34,36926.47,3,655,33915.86,36,34725.87,72,3,0,16.03
34,83580.45,3,658,77648.5,36,63341.82,52,0,0,14.11
35,44169.72,1,666,71836.95,36,9753.13,100,0,1,12.51
43,30266.0,0,631,9783.16,36,3859.55,64,1,0,14.15
31,129682.63,1,720,26451.8,60,7631.07,71,2,1,12.02
57,35871.78,2,688,19436.81,36,31281.12,81,0,0,14.63
43,90535.62,3,573,40891.33,36,9257.47,80,1,1,12.93
45,47422.83,2,730,25376.21,48,989.51,50,0,1,11.13
35,102212.2,3,581,9870.83,48,6134.05,45,4,1,15.37
18,19815.86,3,507,8688.42,12,7275.23,73,2,0,14.56
41,64149.08,2,567,32441.19,48,18761.47,68,2,0,14.28
48,17505.87,0,702,21480.0,72,23158.52,43,3,0,18.02
39,47556.57,3,694,12996.8,36,2060.21,60,0,1,9.96
42,61087.72,3,625,13809.33,120,12010.0,51,4,0,15.43
42,155827.79,3,698,7947.16,60,16257.19,72,2,1,11.08
40,162513.32,2,752,8339.55,120,6990.83,78,0,1,7.83
27,76841.65,1,580,13569.02,60,15299.53,76,0,0,12.35
31,81704.23,1,477,42368.02,60,1472.99,52,4,0,17.53
37,130700.17,3,579,15344.78,48,24087.13,100,0,1,10.99
46,148533.89,0,621,9173.82,84,6271.22,29,3,0,16.7
41,122351.63,3,455,23142.28,60,7020.17,63,0,0,13.52
36,250000.0,3,690,69355.45,24,27047.37,93,0,1,9.61
58,250000.0,2,653,17787.13,36,26065.43,84,0,1,11.01
18,29535.35,1,679,14348.9,36,2327.7,56,0,0,12.06
34,74713.04,2,714,17465.82,60,11799.67,58,2,1,13.58
48,103615.92,1,793,25175.19,36,24375.77,91,0,1,10.5
39,106776.54,3,629,68618.73,60,18784.67,52,1,0,13.61
49,15000.0,3,823,42374.65,48,15742.28,77,0,0,10.61
56,124780.76,3,550,21418.95,48,1472.19,41,3,0,14.74
31,59234.71,0,672,12437.74,36,5495.7,48,3,0,14.48
34,20142.97,3,556,13579.33,36,7227.49,85,1,0,13.81
58,108918.95,3,598,7943.58,60,12729.84,53,1,0,11.95
26,57506.99,3,737,9560.33,72,7801.77,100,0,1,8.32
36,101658.24,2,692,11010.62,60,2100.69,71,1,1,11.63
37,78944.07,1,659,10574.86,48,17742.91,90,0,1,11.32
60,30672.04,3,617,8610.32,60,1619.64,66,1,1,11.77
41,37904.88,3,631,6544.09,48,2584.01,56,1,1,11.64
45,86592.35,0,704,27280.11,36,1368.84,28,1,0,13.9
44,58410.11,2,816,50701.09,72,19947.17,62,1,0,11.45
54,33323.82,2,584,47849.42,120,9514.55,90,1,0,13.82
38,76989.97,3,565,12581.91,36,2174.76,63,1,1,12.99
28,75903.97,3,769,10391.56,48,12560.67,67,1,1,9.98
36,67867.47,3,574,20318.99,36,10479.36,54,2,0,13.6
31,16071.66,3,660,21135.29,48,2883.33,88,2,1,12.82
46,47539.96,1,593,26973.06,60,27614.23,80,1,0,15.2
39,19456.48,0,639,39308.73,24,6416.89,78,0,0,14.18
18,38541.96,2,429,18121.92,36,9169.85,96,0,0,15.56
43,39020.76,3,619,27664.6,60,924.18,100,0,1,10.08
19,15000.0,3,675,43830.99,24,12096.14,90,0,0,11.87
50,39817.29,3,672,12179.81,60,7597.32,62,0,1,11.67
44,15843.37,3,733,15851.74,48,8271.41,57,3,0,14.26
48,50550.32,2,768,8698.64,60,2210.36,84,1,1,9.05
50,86754.81,3,762,58540.14,24,12222.34,56,1,1,13.01
43,65813.53,3,520,9597.88,36,2182.99,47,2,1,14.09
42,47737.92,3,714,3613.23,48,30646.01,94,0,1,10.38
31,15826.57,2,719,43319.94,72,45465.09,42,1,0,15.18
30,62893.2,3,719,23265.23,84,27650.64,67,1,0,12.57
46,33128.05,3,637,19694.68,48,6155.64,60,0,0,12.44
37,81091.6,2,683,5915.82,84,3860.41,74,1,1,10.7
53,48977.59,3,593,100000.0,48,12008.22,55,1,0,14.35
23,37510.45,2,700,24794.45,48,2491.59,73,0,1,11.21
31,60612.13,1,672,31758.66,36,8921.38,93,0,1,12.15
41,187242.73,3,757,9324.77,48,18226.04,46,2,1,11.28
41,29604.33,3,668,54212.44,36,2422.77,62,0,1,12.72
34,65577.92,1,739,22272.27,72,1098.48,76,0,1,11.07
26,35928.7,3,597,15224.19,24,3383.76,100,0,1,10.75
48,39209.61,3,705,19307.39,36,6661.93,50,2,0,12.36
46,47492.75,3,658,48469.08,24,15285.79,90,0,0,11.93
43,81044.13,3,795,10910.62,48,3574.6,84,0,1,8.61
24,43257.94,1,527,13111.48,12,10610.93,59,1,0,16.16
47,39204.07,2,692,54345.94,12,26522.36,66,0,0,13.67
32,34425.48,3,770,11231.67,48,6337.99,58,2,1,11.57
41,50976.32,3,595,29599.59,60,9399.16,100,0,0,10.95
18,41495.86,1,820,25960.47,36,15179.88,42,1,0,12.4
34,48425.83,3,595,31502.22,60,6132.51,85,0,1,10.85
28,137941.29,3,621,22656.01,60,13811.27,63,2,1,12.53
34,24054.19,3,647,13613.14,48,4693.24,97,0,1,11.06
25,102851.06,3,701,6259.15,84,3514.45,81,0,1,9.57
35,67730.5,1,566,26760.22,48,6479.57,70,0,0,13.14
48,40270.92,3,686,7114.81,48,236.79,42,1,1,11.25
32,31281.72,0,524,65336.76,36,2136.71,74,0,0,15.18
28,45974.18,3,674,15410.63,60,23598.62,61,2,0,13.16
52,108297.47,3,647,30117.61,36,1675.06,100,0,1,9.44
29,136593.79,2,704,15003.44,60,6854.86,48,1,1,12.75
63,67536.21,0,456,84753.87,48,28552.73,73,0,0,17.52
60,34516.36,2,798,14543.95,36,12822.27,70,2,1,11.79
38,113881.03,3,734,9399.42,24,4269.52,71,0,1,9.39
33,75771.2,3,689,16910.83,36,10593.9,63,0,1,11.4
32,42414.22,3,662,17634.32,120,6000.49,33,2,1,13.8
30,15000.0,3,663,25351.75,24,7826.56,73,1,0,13.23
44,17128.94,3,537,22626.6,24,9490.51,78,0,0,15.74
45,77938.21,3,771,10728.33,36,11299.24,98,0,1,7.07
37,36664.16,3,685,8425.6,36,11838.61,100,0,1,9.45
40,88983.46,3,608,11815.96,60,23881.77,74,1,0,11.63
51,59461.89,0,607,2255.62,72,1340.73,76,0,0,12.17
29,72109.2,1,586,8559.93,36,17901.95,84,0,1,12.32
48,46305.18,3,549,42126.56,24,10865.63,59,0,0,14.0
40,56839.08,3,648,17190.6,36,2398.21,39,2,1,13.56
42,38079.11,1,593,10025.04,36,9135.73,84,0,1,11.97
47,26614.88,3,447,50043.89,72,1869.62,81,0,0,15.21
18,128226.49,3,724,9837.84,60,3437.65,90,0,1,8.19
30,44984.31,3,582,29054.18,36,3148.22,50,4,0,15.71
29,85773.21,3,711,17345.14,48,2883.95,49,0,1,10.26
56,94081.24,3,559,35516.77,120,13030.61,39,2,0,14.74
47,125416.71,3,711,66010.01,72,18385.88,74,3,1,12.5
30,18045.77,3,622,31904.77,36,4897.31,94,0,0,11.5
41,56581.57,3,701,58306.53,36,2602.58,80,0,1,9.68
43,126932.13,3,646,30572.22,60,12927.16,12,3,0,14.71
