age,income,employment_status,credit_score,loan_amount,loan_term,existing_debts,payment_history,missed_emis,loan_approved,interest_rate
30,86329.62,1,744,11088.73,60,7662.38,77,1,0,10.74
25,58456.85,1,795,5769.52,36,22431.73,71,2,0,11.48
35,96466.77,3,761,14641.29,60,1047.05,33,6,1,13.57
34,134521.73,3,718,65083.77,72,7049.66,65,0,1,9.88
62,112972.77,3,569,23094.25,60,1005.92,100,0,1,10.12
42,79404.15,0,617,66133.63,24,9521.95,74,0,0,13.33
24,60301.82,3,666,25418.1,48,6398.52,80,0,1,10.47
32,33240.6,3,599,11946.98,36,31594.23,58,0,0,14.13
48,93336.49,3,696,61211.8,36,16511.75,74,3,1,13.28
58,164037.19,1,707,26104.45,36,4788.21,69,1,1,11.39
22,73516.39,2,692,47546.86,84,5398.0,90,0,1,10.8
19,189161.32,3,732,9370.65,60,11857.27,89,1,1,9.27
56,23972.36,3,577,50564.5,24,4570.78,77,1,0,12.46
41,29956.51,3,724,51798.24,48,7844.97,71,2,0,12.32
29,100019.55,3,594,27772.84,36,30233.26,39,2,0,15.72
43,70162.84,3,574,11550.25,120,3536.42,39,3,0,14.19
18,131698.34,0,692,21230.48,120,5178.78,71,1,1,13.78
38,59320.9,0,747,35919.4,36,5958.46,85,2,0,12.83
41,35568.47,1,689,26573.13,36,80000.0,93,0,0,14.39
47,52672.25,2,651,35627.25,48,14886.99,53,5,0,16.45
27,23870.28,3,674,49503.4,48,25136.3,42,3,0,17.81
38,30419.7,3,660,13111.47,36,17468.0,86,1,0,12.95
28,107308.85,1,559,8742.4,60,18683.46,55,1,0,14.6
40,101080.49,3,550,21374.82,36,13011.3,41,4,1,15.57
29,74444.01,3,643,16919.22,60,11675.75,61,3,1,12.33
33,21318.99,3,656,41302.45,36,1899.33,60,2,0,13.88
28,48288.94,1,650,9324.51,60,11589.61,93,0,1,11.57
44,28709.98,3,704,49826.66,60,7271.05,85,1,1,11.08
46,121287.61,2,632,65048.58,48,13981.03,56,2,1,13.6
35,42182.75,3,695,22031.84,60,7548.78,95,0,1,9.73
38,31211.8,3,638,23123.13,48,17381.55,72,2,0,13.6
23,60954.18,0,795,11919.88,24,20742.35,89,0,1,10.58
35,40778.38,3,656,14269.38,36,440.47,93,0,1,8.69
37,145837.22,3,837,15888.18,36,5250.65,65,1,1,8.14
64,38526.96,3,678,69867.23,24,1264.73,80,1,1,10.8
26,25860.27,3,632,20795.74,60,10290.17,62,2,0,14.41
52,16452.82,1,578,7648.48,36,5998.66,86,0,0,13.05
47,58778.3,1,534,27018.67,24,31439.76,71,3,0,16.85
40,42737.92,3,570,42660.64,60,9969.09,87,2,1,15.35
55,25403.88,2,579,21583.21,60,4986.4,97,0,0,13.11
41,122214.85,3,681,71351.29,48,20714.13,79,1,1,11.64
41,89352.73,2,607,41027.87,36,5894.63,68,2,0,14.35
37,58868.96,0,664,9515.69,36,4924.62,68,2,0,13.99
50,135753.46,3,752,14169.59,48,12011.57,16,4,1,12.76
48,89100.62,1,642,26396.35,72,40658.83,57,3,0,14.9
31,36544.52,3,816,5808.33,36,19025.81,86,0,1,7.23
24,32095.4,3,555,28827.51,48,14284.51,87,0,1,13.61
35,97810.67,3,637,5381.56,84,80000.0,56,1,0,13.36
29,75949.22,3,606,49948.45,48,3895.55,72,1,0,12.07
37,66293.6,1,724,45515.99,36,3809.61,66,0,0,11.54
50,36029.79,3,470,32985.56,60,9372.82,82,0,0,14.04
33,86229.58,3,534,12826.87,60,36865.31,100,0,1,12.08
37,38051.69,3,641,25239.42,48,3159.96,82,0,1,10.83
38,56320.17,3,774,14607.61,72,46843.74,57,1,0,12.08
46,142652.44,3,668,9656.13,48,1921.53,68,0,1,9.14
18,40275.53,3,541,16797.84,60,7178.04,95,0,1,12.0
31,23299.95,3,554,38507.66,84,9637.97,44,2,0,17.79
40,31839.78,2,783,22812.21,48,3352.19,58,1,0,11.48
50,108725.25,1,600,70302.87,48,4353.63,82,0,0,14.14
33,69761.58,3,574,40644.73,48,17973.08,93,0,1,11.6
19,55418.77,2,768,37307.61,60,34253.9,80,1,0,11.97
44,44114.5,0,730,6080.6,60,977.88,59,1,0,12.25
31,80114.8,0,751,17533.58,12,9703.45,79,1,0,11.47
26,35973.47,3,573,9400.35,60,7235.04,77,0,1,12.64
31,71926.45,2,527,19026.68,60,9021.77,76,1,0,12.38
36,38609.25,3,660,12649.58,60,5903.1,68,1,1,11.32
31,34940.59,2,676,16283.64,60,2229.46,70,0,1,12.29
18,40843.69,3,679,51479.05,12,37884.49,53,0,0,14.35
46,47798.79,3,768,32215.4,36,25830.97,100,0,1,10.38
50,58145.4,3,511,49300.6,60,7302.78,72,2,0,15.26
44,68959.42,2,718,6120.83,84,4972.54,79,1,1,10.33
26,15000.0,3,562,23072.11,36,4405.28,66,2,0,15.32
35,36879.45,3,718,47732.32,48,610.54,85,0,1,10.02
37,47337.5,3,612,73499.71,60,11542.83,46,1,0,13.18
43,147714.59,3,584,6383.87,60,17682.37,38,3,1,14.85
44,31319.57,3,601,16627.5,48,9301.23,69,1,1,12.78
30,66017.69,3,534,50381.6,12,7432.84,100,0,1,11.25
38,146828.16,3,653,18886.02,60,9259.3,91,0,1,9.84
42,27233.93,3,588,10632.45,60,3452.22,55,2,1,13.97
52,75840.3,3,712,6374.12,60,4916.96,79,3,1,11.56
45,36998.66,3,701,10311.74,60,6861.4,58,0,1,10.66
45,44232.71,3,785,5703.75,36,16263.47,77,1,1,10.28
38,36980.04,2,679,23081.08,120,32172.21,79,1,0,14.15
52,38595.29,3,691,45118.52,60,6443.66,86,1,1,11.68
42,250000.0,3,762,8032.25,48,2850.4,41,2,1,11.18
29,99376.76,3,599,27070.07,84,8397.14,47,7,0,15.83
52,115964.89,2,530,43313.38,72,60566.13,68,0,0,14.95
44,80434.31,3,666,21978.79,60,3109.43,51,3,1,13.02
33,22839.48,3,536,6072.01,48,19650.16,50,5,0,18.38
33,75885.04,2,846,30000.5,48,30821.28,74,0,1,9.64
40,113977.66,3,766,21084.27,36,5653.25,53,2,1,12.26
42,35880.9,2,823,19434.33,36,4020.96,100,0,1,7.06
39,106851.57,3,654,14221.78,48,14399.61,60,2,1,12.18
41,91363.54,3,694,23610.1,48,11535.87,65,1,1,11.52
54,181902.12,2,613,33118.73,36,16232.56,75,0,1,10.91
48,46598.81,2,720,100000.0,84,64454.15,42,0,0,15.6
39,30990.42,3,552,24097.55,48,9576.3,79,2,1,14.65
47,48195.61,0,446,73785.16,48,2459.65,76,2,0,16.74
27,141682.31,3,586,29325.25,36,8661.47,63,4,1,13.86
41,19989.38,3,533,20340.66,24,10317.09,74,2,0,16.97
56,17308.87,3,768,24805.93,72,28772.31,77,0,0,11.66
35,63173.31,0,795,8288.39,36,6655.74,95,0,0,9.25
29,45910.38,3,537,28132.71,48,5382.63,100,0,1,11.72
31,60152.41,3,753,4475.39,48,2056.59,50,0,1,9.63
27,105576.08,1,726,11046.48,48,14008.41,46,1,1,12.2
30,42978.63,0,524,24049.62,48,80000.0,71,0,0,17.79
34,19461.56,1,618,57250.17,36,6486.05,32,3,0,17.71
23,204166.05,3,603,69182.24,36,12733.03,81,1,1,12.07
38,32914.32,0,709,18228.89,48,4685.22,72,1,1,13.54
47,31716.04,2,551,24948.62,60,2250.07,76,3,0,15.43
28,116102.88,3,642,48411.37,36,12509.4,64,0,1,11.56
53,47539.04,3,595,7603.81,36,8334.75,74,0,1,10.58
43,57639.66,3,687,30448.68,24,745.79,78,0,1,10.15
48,79991.37,3,632,11358.09,60,40539.36,73,0,0,12.65
31,114708.55,0,607,19197.59,36,12282.91,45,1,0,13.94
46,49017.06,3,632,15256.81,24,8724.54,73,2,1,11.66
27,149040.18,2,812,31203.53,60,5313.59,100,0,1,8.54
46,16622.63,3,616,34208.96,36,12152.55,74,1,0,13.84
39,94454.39,3,566,44930.09,48,12725.92,72,0,1,12.31
43,36180.79,1,696,29101.91,36,12104.36,98,0,0,11.53
26,136402.15,3,638,25268.73,84,23576.2,56,2,1,13.7
29,65200.78,3,536,97073.05,36,29592.35,86,0,0,14.17
43,39984.89,0,828,6506.21,36,60209.96,60,2,0,14.84
28,89116.93,3,621,85518.49,84,3509.25,89,0,1,11.36
42,102325.38,3,619,17468.29,36,4566.85,84,0,1,11.59
24,88003.91,3,662,34777.06,48,11628.13,62,1,1,11.4
46,32279.33,3,788,16974.58,36,3717.88,65,1,1,10.24
25,44783.26,3,515,12556.16,24,4367.67,87,0,1,12.86
43,59728.01,0,672,32456.69,48,13032.87,36,1,0,16.11
44,58410.11,2,816,50701.09,72,19947.17,62,1,0,11.45
31,93887.01,3,660,32157.67,48,29025.44,81,0,0,9.75
43,17873.23,0,551,14275.6,48,6683.42,64,0,0,15.88
40,73174.06,3,600,100000.0,48,12876.42,72,2,0,15.03
32,50312.62,2,666,57460.84,36,10329.49,33,6,0,17.28
27,36203.09,2,756,46475.19,48,8247.43,54,0,0,12.23
18,38349.93,0,622,16607.81,36,3583.13,82,0,0,12.78
41,52642.41,3,716,13357.96,36,3155.14,56,2,1,11.43
22,15000.0,3,535,17608.35,36,15782.78,46,2,0,19.23
38,39309.69,2,534,52319.54,72,3523.4,89,0,0,13.62
35,35401.56,3,611,9971.8,36,1370.71,79,1,1,12.68
44,82427.13,2,765,9371.58,48,7849.76,50,2,1,12.15
34,36926.47,3,655,33915.86,36,34725.87,72,3,0,16.03
34,52624.22,0,673,28434.46,36,495.29,50,2,0,14.56
45,151049.97,3,672,11893.52,48,6073.37,67,1,1,10.95
41,108728.68,3,738,9200.72,60,15918.14,73,3,1,10.34
41,102884.56,3,601,69585.92,48,1308.33,55,1,1,12.44
42,44359.25,2,705,29307.64,36,6546.38,83,1,1,11.94
22,82935.57,3,583,7399.53,72,2592.93,86,0,1,11.22
45,52034.45,3,808,7825.16,24,2959.64,74,1,1,7.85
44,53228.22,3,585,16494.63,60,5418.54,77,1,1,12.66
27,76558.56,2,579,39587.69,60,2635.56,43,0,1,13.66
35,41848.19,2,693,35454.56,60,2425.27,94,0,1,10.14
37,146649.68,3,656,54466.59,84,7637.06,68,2,1,11.83
36,54389.26,0,676,6685.66,60,75142.31,53,4,0,18.53
41,86770.01,1,668,26346.15,36,17287.58,72,2,1,13.72
52,143395.28,1,562,68921.83,36,22259.69,83,1,1,14.17
48,111189.61,3,779,63974.6,36,17984.44,79,0,1,9.45
24,25710.34,0,721,29352.35,12,4033.89,50,0,0,13.16
44,78193.17,3,758,100000.0,72,11057.15,83,1,1,10.87
51,99750.93,3,607,35861.81,24,24286.95,68,1,1,12.41
41,102244.04,0,683,50726.17,60,18552.09,79,0,0,13.77
48,30700.16,3,665,22823.78,60,9843.35,55,3,0,14.14
58,40367.44,1,740,11792.51,60,13630.24,88,1,0,12.8
48,108742.17,3,742,10936.19,48,80000.0,73,1,1,11.51
40,37909.0,3,665,25470.91,60,18759.27,91,0,1,11.49
48,50020.21,3,528,18597.8,36,5912.6,42,3,1,15.54
39,154125.96,0,792,5351.5,60,7524.83,44,2,0,11.73
38,58181.37,3,694,9695.0,36,2823.83,65,0,1,10.86
34,38713.18,3,601,17073.4,72,80000.0,96,0,0,13.5
53,35363.29,3,682,39411.92,36,40290.45,100,0,0,13.32
29,73103.51,3,529,21745.04,36,8806.22,54,2,1,15.49
53,26906.18,2,734,20792.52,48,71741.17,70,2,0,14.83
42,51616.59,3,532,10001.3,60,15251.0,72,3,1,14.67
24,73125.93,2,632,22438.49,60,5266.67,82,1,1,11.92
41,130547.17,0,669,63277.23,36,20059.39,85,1,1,12.25
18,89368.97,3,733,24945.78,24,12071.99,49,3,1,11.27
44,39009.52,3,658,6595.54,36,18729.53,71,0,0,10.74
46,121424.94,3,700,8093.22,48,2060.92,33,2,1,12.96
32,50025.64,2,647,35278.57,48,3603.59,84,1,1,11.94
39,28526.2,2,647,18408.13,36,35899.22,63,3,0,17.34
57,54001.94,3,656,20750.71,60,44052.5,48,1,0,14.37
32,141903.36,3,634,13491.47,36,33360.0,75,0,1,10.04
27,66114.54,1,515,32949.45,84,74506.89,63,3,0,19.75
52,60325.68,3,588,17313.92,36,14434.38,92,0,1,10.75
57,159903.69,2,669,18971.81,48,13454.69,53,2,1,13.16
38,25366.56,3,630,11148.07,48,3251.24,100,0,1,10.8
48,27684.85,3,637,46044.01,36,4534.49,85,0,1,11.66
51,22708.44,3,624,18455.06,36,1109.58,93,1,1,11.82
30,74876.02,2,580,35821.53,36,5875.31,51,0,0,12.65
33,66164.27,3,610,8477.13,36,1034.29,100,0,1,11.49
50,151091.64,3,625,88177.45,48,23884.05,48,4,0,15.37
54,69292.02,3,650,61199.8,36,11948.95,66,0,0,12.58
43,46981.34,3,681,4779.84,36,1068.31,93,0,1,9.52
29,59938.66,1,635,11596.4,36,6701.83,79,0,1,11.84
57,64255.62,3,567,32276.91,36,57968.53,47,2,0,16.94
32,21959.24,1,538,7663.45,24,7146.18,90,0,0,14.42
34,250000.0,3,850,19825.51,24,2985.82,76,1,1,7.49
41,81791.01,2,559,30986.45,48,1358.99,62,2,1,14.47
53,67914.51,3,608,19000.48,60,1400.18,42,0,1,12.6
46,86603.75,2,691,33896.63,84,13843.62,77,1,0,11.13
42,91642.15,2,678,12649.03,24,5250.76,67,3,1,12.93
42,55031.88,2,691,3657.94,24,5704.47,72,1,1,10.09
38,40997.05,3,614,48324.42,24,5272.47,41,3,0,16.03
43,85791.09,3,669,48081.45,48,7042.79,62,2,1,13.38
18,75465.17,3,654,100000.0,48,2375.2,78,1,1,12.47
35,36829.92,2,625,3767.82,36,11115.6,100,0,1,11.9
40,140283.6,3,669,40161.56,60,1953.34,66,1,1,10.61
26,71397.01,3,734,4559.89,60,3805.33,95,0,1,8.01
41,92771.21,1,648,89786.92,120,22266.26,84,1,0,13.76
35,138019.81,3,648,32542.22,24,11804.13,74,0,1,10.67
55,60665.67,3,735,10285.16,24,16085.63,51,1,1,11.02
53,72415.18,2,726,41117.04,36,69590.85,52,2,0,14.78
33,97344.97,2,776,14151.33,12,7633.84,81,1,1,10.59
36,38757.65,3,509,28010.45,84,8278.86,60,0,0,13.78
37,61847.75,2,722,25971.85,36,6220.96,58,2,1,13.33
33,64558.63,3,698,88905.96,48,5200.89,66,1,1,12.21
39,33737.49,3,579,94083.76,36,2949.55,67,0,0,13.15
30,240525.66,3,670,13659.46,36,8813.72,86,2,1,10.9
26,25735.43,3,734,51353.3,36,11557.02,60,2,0,14.25
44,27477.91,0,583,29256.94,36,12219.28,84,0,0,13.78
44,131733.46,3,685,7114.24,48,8641.78,77,0,1,9.81
29,91854.38,2,719,12619.74,120,20458.85,39,5,0,14.98
46,32351.68,3,564,100000.0,48,8345.16,75,1,0,14.15
31,86195.51,3,638,29327.58,48,5381.37,21,2,0,14.71
40,144453.11,3,674,49012.16,12,3206.75,53,5,1,13.65
46,58796.77,3,586,18589.73,60,1721.63,78,3,1,12.39
37,250000.0,3,579,14300.45,12,34906.04,69,2,1,12.06
42,21280.85,0,639,22512.18,72,4027.68,38,1,0,15.67
32,90789.06,3,714,17802.9,48,3210.98,49,4,1,13.23
36,120561.71,0,701,6670.15,36,5337.23,23,1,0,14.37
35,102212.2,3,581,9870.83,48,6134.05,45,4,1,15.37
30,52965.0,0,702,38805.13,120,41710.68,80,0,0,14.14
36,50298.73,3,583,16243.49,36,5836.3,59,1,1,12.71
22,78157.95,1,521,22484.11,36,80000.0,73,0,0,17.62
33,97680.06,3,620,26580.64,24,8636.02,70,1,1,12.43
35,85946.82,3,739,28294.99,48,63387.9,70,1,1,12.57
35,111751.7,3,702,55119.74,24,19809.75,88,0,1,8.81
35,32489.69,2,649,9145.74,60,11626.44,66,0,1,13.62
37,52226.09,3,616,34759.29,72,39255.55,86,0,0,13.16
42,34063.8,2,618,40296.59,84,24890.21,25,4,0,19.24
46,47492.75,3,658,48469.08,24,15285.79,90,0,0,11.93
31,110098.7,2,564,7112.9,48,80000.0,46,2,0,16.56
25,63881.84,3,622,27007.11,24,4922.67,50,1,1,12.68
27,250000.0,2,632,86930.2,48,2996.16,57,1,0,12.8
33,67241.36,3,541,20347.3,60,4120.66,89,1,1,12.55
34,62057.41,3,582,32428.59,48,46736.15,53,5,0,18.33
30,63812.84,1,682,41122.74,72,34570.64,58,1,0,15.38
25,40835.81,3,650,9697.51,60,4792.17,52,1,0,11.48
33,57832.03,3,625,95517.03,36,769.2,74,3,0,13.33
39,117791.67,0,577,32846.51,48,6595.58,83,1,0,14.35
43,64111.72,3,776,33376.33,12,2941.68,100,0,1,7.05
32,37194.8,3,582,5827.7,36,4944.66,100,0,1,10.63
33,34370.34,1,670,41590.87,36,2823.1,81,0,1,11.99
28,45701.16,3,610,33028.57,84,1620.45,76,0,1,11.97
37,62587.33,2,652,80769.37,36,53274.04,48,2,0,16.37
29,122534.99,2,686,17171.18,60,4090.13,100,0,1,9.15
43,26787.93,3,540,9995.33,60,33278.53,73,1,0,15.57
20,49419.69,3,649,12761.76,60,6493.97,64,2,1,12.49
34,65289.47,3,745,14706.1,60,2615.46,76,0,1,9.52
41,19925.92,3,790,8999.49,36,13481.43,58,2,0,13.08
39,36309.73,3,639,61829.01,60,5480.45,27,4,0,16.46
64,39817.7,3,653,63713.92,48,6587.3,80,1,1,11.6
41,37138.81,0,826,18833.01,48,9366.6,94,0,0,11.65
27,67180.19,3,740,16087.41,12,3596.75,80,1,1,9.47
37,54375.24,3,600,5154.44,36,1601.77,69,0,1,11.27
20,42908.63,0,600,38436.74,84,7698.11,70,3,0,16.66
37,77402.75,3,726,82681.58,36,21245.87,73,0,0,11.42
29,168357.48,1,569,13230.03,36,3289.23,72,2,1,13.41
47,160100.0,3,737,20061.79,36,9451.82,68,2,1,10.75
32,18889.04,3,676,31176.91,24,36516.05,70,0,0,15.32
36,84646.86,3,691,87512.3,36,7407.4,97,0,1,8.99
31,53808.46,1,629,25843.67,48,8831.63,78,2,0,13.86
55,65715.7,3,599,25753.97,72,8563.06,71,1,1,11.72
34,47147.21,2,766,25424.15,36,4095.55,81,0,1,10.31
56,64251.04,3,630,7044.3,36,3000.83,81,0,1,10.95
46,65568.09,3,617,6922.74,48,3013.14,87,1,1,10.73
42,42303.66,3,643,11540.34,36,11709.82,56,2,1,13.25
41,34967.68,3,665,49528.94,72,17289.81,61,1,0,13.31
41,45742.48,3,567,16843.4,36,18125.63,55,4,0,14.64
18,68909.93,0,604,14419.21,48,5549.47,83,1,0,13.25
35,85767.7,2,600,14217.95,48,24180.66,82,3,0,13.79
46,99908.43,3,717,19729.58,60,11018.86,47,5,1,13.71
37,44510.75,3,579,85964.21,48,8697.08,77,0,1,10.98
23,70990.88,1,509,19517.02,36,287.33,94,0,0,11.92
37,106670.67,3,492,11742.41,24,3578.11,65,2,0,13.18
55,120494.2,3,532,22475.85,84,1770.3,75,1,1,12.6
50,57797.47,2,758,89685.72,60,15169.98,83,0,1,11.32
37,52440.84,3,651,14731.45,12,8910.93,46,2,0,12.49
47,67149.35,3,690,8562.92,60,2773.91,72,3,1,11.4
34,30036.71,0,692,14753.08,48,10985.84,92,0,0,12.1
20,53307.61,0,654,24416.42,48,1951.8,59,0,0,14.51
28,93596.83,3,644,38200.08,12,2853.32,84,0,1,10.11
53,88006.7,3,733,49291.5,60,3982.95,70,2,1,10.82
35,50911.26,3,661,9541.69,36,13906.84,57,2,0,12.28
35,68229.41,2,761,10294.07,60,32841.28,68,1,0,10.37
35,36505.19,3,699,17007.17,12,4509.73,60,0,1,11.25
57,91317.28,3,600,38085.71,60,30407.93,54,1,0,13.54
54,57142.71,3,610,8038.47,12,8496.45,65,1,1,11.91
60,50737.93,3,591,13549.95,36,10261.33,71,2,1,13.24
36,48192.84,2,747,13708.96,36,7602.22,67,1,1,10.04
40,57656.81,3,617,46788.8,36,6652.09,65,0,0,13.41
22,45764.93,1,586,33611.0,48,12572.91,74,2,0,14.25
52,88866.08,2,675,45386.71,36,16989.0,79,0,1,12.46
26,47232.14,3,642,64276.05,120,3345.56,49,2,0,13.97
40,155714.34,3,673,17248.49,48,6705.61,65,2,1,11.24
27,144224.49,3,801,8519.18,48,43013.75,34,2,1,11.94
32,35069.04,3,723,8563.2,36,9673.92,67,2,1,11.35
29,62431.33,1,652,5061.98,36,10793.44,72,0,0,12.53
31,40522.23,0,537,15259.94,24,26036.86,80,0,0,16.03
32,49217.84,2,610,16197.66,60,4908.66,72,0,0,12.5
32,199078.89,3,706,41358.89,36,7832.52,79,0,1,9.99
46,49784.41,3,556,22326.54,60,18340.09,71,0,0,13.11
26,74320.02,0,821,14879.46,36,27970.4,57,2,0,13.35
40,82850.48,3,651,20074.41,120,761.17,49,1,1,12.24
50,32847.22,2,653,9593.31,36,3878.99,65,3,0,14.32
32,35844.4,3,596,50027.36,12,2985.83,56,2,0,14.18
30,29038.75,3,689,11745.99,48,7159.35,67,0,0,11.83
35,35186.49,1,557,8848.96,84,3220.61,61,3,0,15.14
49,15000.0,3,823,42374.65,48,15742.28,77,0,0,10.61
39,83012.75,3,755,34868.23,24,9627.8,70,1,1,9.34
32,205359.28,3,728,5547.22,48,19716.09,78,0,1,8.78
42,65427.14,3,538,43651.87,72,21015.34,77,1,0,14.18
26,25597.21,1,666,12169.96,12,15979.88,66,1,0,14.57
44,40714.28,3,746,16329.3,36,5791.86,67,1,1,10.93
42,45463.9,3,697,25581.28,60,8993.68,79,0,1,9.78
34,32514.75,1,569,35217.55,72,5110.88,100,0,0,14.43
29,100318.92,2,597,31457.21,60,2069.92,52,2,0,14.81
29,97358.57,3,613,21165.87,120,21031.74,70,2,1,13.38
43,29933.36,2,601,15682.26,24,7449.75,48,4,0,17.06
50,92507.84,3,772,30631.27,48,1803.33,69,0,1,8.0
31,149654.95,3,496,20036.08,60,13862.6,57,1,1,14.37
42,187500.15,3,702,93366.1,60,6477.25,67,1,1,11.37
18,250000.0,3,546,35211.47,60,1032.97,72,0,1,12.35
32,34849.86,2,573,10522.46,72,2051.39,61,2,1,14.59
37,250000.0,0,489,15031.75,36,4021.41,37,1,0,16.78
28,48410.7,3,606,22892.25,12,10001.72,95,0,0,11.32
28,41962.04,3,770,62289.3,36,17818.99,85,1,1,11.85
31,72856.24,3,671,68110.32,60,17219.0,67,3,0,13.46
40,42224.81,3,554,16044.03,36,14807.11,53,3,1,15.83
36,76071.31,2,731,10436.79,60,7829.37,71,0,1,9.74
18,27118.02,0,748,9421.99,36,45353.03,76,2,0,15.07
18,51883.1,3,658,26955.51,12,16315.51,83,2,1,10.79
31,129488.76,3,812,100000.0,48,10118.34,85,1,1,8.62
42,57858.94,2,715,33903.56,60,14279.61,88,1,1,11.07
18,65183.23,1,704,6154.08,36,5436.9,38,2,0,13.27
33,79630.71,0,585,12322.68,60,7652.26,64,1,0,14.21
32,120861.07,2,700,13371.34,36,1010.34,87,0,1,8.85
51,22178.2,3,667,11411.74,36,5504.12,53,0,1,11.86
34,85026.18,3,691,16150.16,24,47093.39,91,1,1,11.87
41,50976.32,3,595,29599.59,60,9399.16,100,0,0,10.95
39,66170.02,3,660,38009.25,36,9015.85,91,0,1,11.17
18,113093.49,3,584,52754.84,72,21995.74,81,0,1,12.65
45,29245.71,3,478,33502.05,48,11589.16,61,1,0,15.91
40,32611.27,2,729,4613.21,36,3690.5,75,0,1,10.32
43,18746.12,3,529,9453.65,36,8297.07,45,2,0,15.37
70,43066.67,2,658,19409.63,24,2603.94,55,1,1,12.08
18,133020.62,2,676,24780.79,48,9736.26,57,0,1,11.48
55,55695.11,2,676,43876.52,48,3506.07,71,0,1,12.03
35,26793.78,3,627,22800.72,60,20502.35,62,3,0,17.1
40,44738.64,2,671,22938.36,36,4864.7,74,2,1,12.51
37,24520.95,1,687,26641.83,36,3552.11,85,0,1,12.34
33,30481.9,3,708,17961.44,24,7238.49,57,3,1,13.24
32,75606.03,3,788,23611.95,36,11677.18,72,1,1,10.63
41,29604.33,3,668,54212.44,36,2422.77,62,0,1,12.72
22,116725.53,3,655,20596.39,84,4811.35,73,1,1,11.14
45,57372.93,1,577,21500.46,60,9001.64,82,0,0,13.53
33,63029.42,1,684,21442.53,60,30895.58,86,0,0,12.5
26,50664.27,3,703,62206.77,36,646.31,82,0,1,11.04
33,95197.48,3,634,9077.53,24,14990.37,77,3,1,12.99
50,95788.31,3,693,91187.9,36,5521.66,44,1,0,12.54
32,73206.0,3,626,8594.64,36,4941.33,50,1,1,12.3
41,84025.32,3,703,13051.05,48,4100.54,55,1,1,11.01
30,52719.79,3,723,39966.25,36,5631.35,76,0,1,10.36
45,82894.32,2,721,50224.26,72,15075.36,46,2,0,13.05
44,48887.32,2,659,7166.7,120,4737.26,76,0,0,11.12
56,59954.37,3,566,9189.7,36,42556.68,74,3,0,15.02
36,50777.76,1,601,27509.16,60,15121.41,35,0,0,14.91
44,45509.16,2,697,100000.0,60,9877.08,50,0,0,12.97
38,39597.96,2,845,59695.4,36,6863.3,88,0,1,9.4
50,79269.92,2,622,18061.22,72,26631.61,82,3,1,14.59
30,131447.6,1,686,3180.19,36,30823.1,54,4,0,15.12
45,120893.01,0,605,23513.13,60,2536.7,51,2,0,15.74
36,28171.35,3,572,29431.99,36,4016.24,25,3,0,17.83
37,129770.38,3,595,16217.46,36,15285.05,96,0,1,10.06
38,49469.17,3,483,11152.52,48,20675.01,70,2,0,15.76
40,85857.12,3,758,25017.53,72,6000.87,100,0,1,8.44
36,34761.68,1,471,10365.01,24,3856.65,66,1,0,15.74
40,65198.25,2,628,98514.49,24,8765.8,75,0,1,13.33
53,72275.02,1,555,74116.68,36,35478.9,86,0,0,15.21
47,24568.91,3,579,37284.39,24,8442.5,99,0,1,12.92
46,86246.12,3,760,23665.38,60,2289.43,79,1,1,8.39
33,134263.69,2,666,12989.14,60,9041.53,70,2,1,12.09
29,53917.55,2,572,21663.2,72,17725.3,70,0,0,13.92
47,135415.2,3,602,81751.36,60,7321.88,51,2,1,14.45
46,53433.0,3,588,44131.24,72,28514.47,63,2,0,14.81
52,99683.03,3,646,25924.76,60,19261.22,70,1,1,11.69
31,15817.28,2,663,46128.19,84,7617.79,94,0,0,11.93
35,250000.0,2,801,34080.77,36,8460.33,62,2,1,10.17
21,146865.86,3,496,30243.06,48,1284.65,89,0,1,12.11
34,50474.56,3,647,48264.45,120,27179.73,68,1,0,14.5
47,18338.29,3,624,33310.31,60,5828.31,92,0,1,12.6
33,71169.31,3,725,43776.01,72,5431.89,82,2,1,11.02
44,25175.96,3,678,25062.04,12,4675.76,80,1,1,11.56
36,78191.18,3,697,17974.32,72,12793.56,87,0,1,9.5
41,76644.98,2,677,14206.71,60,2620.99,84,0,1,11.73
26,34035.46,2,575,12915.1,36,3028.51,89,0,1,11.1
38,117310.58,3,746,6098.9,12,7688.45,100,0,1,7.06
18,97085.26,2,713,10619.51,36,4330.71,99,0,1,9.1
36,107526.65,3,723,10376.69,72,11330.27,78,2,1,10.81
21,60193.2,3,751,14678.28,60,4492.26,62,4,1,12.47
50,25608.65,3,683,76864.19,72,39936.11,76,0,0,14.06
45,107658.92,3,768,19417.9,36,16211.2,35,2,1,10.8
42,50908.09,3,680,26726.57,84,16008.68,84,1,1,11.31
53,26007.28,3,632,27409.8,48,4425.06,50,1,0,12.72
28,134756.35,3,649,78438.07,36,80000.0,90,2,0,13.41
55,211006.56,3,648,13898.44,36,5223.84,100,0,1,9.38
47,58410.51,3,608,18434.56,120,3968.68,43,4,0,14.8
35,218703.61,2,780,20232.4,36,16428.0,69,0,1,8.58
49,63246.11,3,673,54678.61,36,9850.01,50,2,0,13.05
26,47654.22,3,657,64555.76,12,3574.63,38,5,0,15.04
29,41016.3,3,681,32198.24,36,72827.37,68,1,0,14.48
31,159891.29,1,850,59061.08,72,21495.51,81,1,1,11.55
